"Ano";"Mês";"UF do Produto";"Código NCM";"Descrição NCM";"Unidade estatística";"Valor US$ FOB";"US$ Frete";"US$ Seguro";"Valor US$ CIF";"Quilograma Líquido";"Quantidade Estatística"
"2009";"05. Maio";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"1244850";"288750";"1903";"1535503";"8753193";"8753193"
"2009";"03. Março";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"974082";"64245";"1732";"1040059";"4013177";"4013177"
"2009";"04. Abril";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"654747";"47500";"3059";"705306";"2500000";"2500000"
"2009";"02. Fevereiro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"489775";"40000";"1427";"531202";"2000000";"2000000"
"2008";"05. Maio";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"47446414";"3903291";"80562";"51430267";"116317412";"116317412"
"2008";"09. Setembro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"46433390";"4303073";"85788";"50822251";"71152113";"71152113"
"2008";"08. Agosto";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"34512143";"3096873";"58758";"37667774";"57755839";"57755839"
"2008";"07. Julho";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"30926785";"1998486";"61041";"32986312";"57302165";"57302165"
"2008";"06. Junho";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"16841014";"1231209";"33543";"18105766";"33110764";"33110764"
"2008";"10. Outubro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"16365987";"1541734";"35619";"17943340";"23348300";"23348300"
"2008";"01. Janeiro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"14604736";"660673";"24354";"15289763";"20649873";"20649873"
"2008";"02. Fevereiro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"11419300";"642982";"16848";"12079130";"28401829";"28401829"
"2008";"05. Maio";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"10398903";"864592";"19769";"11283264";"23096767";"23096767"
"2008";"08. Agosto";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"9880782";"852015";"16248";"10749045";"22794413";"22794413"
"2008";"01. Janeiro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"9639759";"653627";"12825";"10306211";"24893345";"24893345"
"2008";"04. Abril";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"9421831";"600451";"18152";"10040434";"16042396";"16042396"
"2008";"10. Outubro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"9179321";"786225";"17626";"9983172";"20957736";"20957736"
"2008";"02. Fevereiro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"7454938";"329600";"13865";"7798403";"10300000";"10300000"
"2008";"03. Março";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"7453898";"484007";"13173";"7951078";"13197746";"13197746"
"2008";"09. Setembro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"7377097";"623907";"14135";"8015139";"16648537";"16648537"
"2008";"06. Junho";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"6670002";"561281";"9633";"7240916";"14953272";"14953272"
"2008";"07. Julho";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"6256865";"567658";"12088";"6836611";"15178243";"15178243"
"2008";"03. Março";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"5441124";"375602";"11030";"5827756";"13560080";"13560080"
"2008";"12. Dezembro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"5122056";"736404";"10250";"5868710";"11258769";"11258769"
"2008";"12. Dezembro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"4614401";"583117";"8660";"5206178";"13409551";"13409551"
"2008";"11. Novembro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"4086461";"364890";"7460";"4458811";"9733109";"9733109"
"2008";"10. Outubro";"Paraná";"31021090";"Outra ureia, mesmo em solução aquosa";"QUILOGRAMA LIQUIDO";"35";"30";"0";"65";"1";"1"
"2008";"07. Julho";"Paraná";"31021090";"Outra ureia, mesmo em solução aquosa";"QUILOGRAMA LIQUIDO";"28";"0";"0";"28";"0";"0"
"2007";"05. Maio";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"18376466";"1257742";"34887";"19669095";"58968202";"58968202"
"2007";"08. Agosto";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"12873543";"885016";"29275";"13787834";"41263091";"41263091"
"2007";"03. Março";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"10370271";"792901";"23474";"11186646";"35895085";"35895085"
"2007";"01. Janeiro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"9214671";"741753";"22757";"9979181";"39367303";"39367303"
"2007";"12. Dezembro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"8798862";"585739";"13259";"9397860";"25012010";"25012010"
"2007";"12. Dezembro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"7140428";"370102";"13382";"7523912";"11569125";"11569125"
"2007";"10. Outubro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"6691921";"484095";"16218";"7192234";"22501106";"22501106"
"2007";"06. Junho";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"6062748";"771509";"12279";"6846536";"24157511";"24157511"
"2007";"06. Junho";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"5919516";"376672";"12905";"6309093";"18465192";"18465192"
"2007";"10. Outubro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"5680062";"607726";"9519";"6297307";"19002171";"19002171"
"2007";"01. Janeiro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"5468214";"363825";"10169";"5842208";"11369286";"11369286"
"2007";"04. Abril";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"5424464";"413312";"10928";"5848704";"18830711";"18830711"
"2007";"05. Maio";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"5371077";"501781";"7687";"5880545";"15718730";"15718730"
"2007";"11. Novembro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"5224506";"404308";"10332";"5639146";"12637846";"12637846"
"2007";"03. Março";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"4905809";"351359";"9107";"5266275";"10986345";"10986345"
"2007";"04. Abril";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"4847277";"382589";"9920";"5239786";"11963644";"11963644"
"2007";"02. Fevereiro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"4761690";"285357";"4029";"5051076";"8933795";"8933795"
"2007";"09. Setembro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"4001293";"527821";"8164";"4537278";"16519724";"16519724"
"2007";"02. Fevereiro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"3640961";"288342";"7414";"3936717";"14133054";"14133054"
"2007";"07. Julho";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"2589254";"306432";"3261";"2898947";"9595186";"9595186"
"2007";"08. Agosto";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"2231508";"300234";"4611";"2536353";"9404333";"9404333"
"2007";"11. Novembro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"2230089";"155460";"4287";"2389836";"7523000";"7523000"
"2007";"09. Setembro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"1671412";"235350";"2437";"1909199";"5961083";"5961083"
"2007";"04. Abril";"Paraná";"31021090";"Outra ureia, mesmo em solução aquosa";"QUILOGRAMA LIQUIDO";"381530";"5054";"0";"386584";"68030";"68030"
"2007";"07. Julho";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"289399";"20000";"768";"310167";"1000000";"1000000"
"2007";"07. Julho";"Paraná";"31021090";"Outra ureia, mesmo em solução aquosa";"QUILOGRAMA LIQUIDO";"264";"131";"3";"398";"5";"5"
"2006";"10. Outubro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"10600605";"801159";"21416";"11423180";"47716564";"47716564"
"2006";"08. Agosto";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"7078208";"580734";"16587";"7675529";"31142585";"31142585"
"2006";"08. Agosto";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"5648979";"665103";"7680";"6321762";"20806486";"20806486"
"2006";"03. Março";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"5188140";"567033";"8291";"5763464";"17753320";"17753320"
"2006";"01. Janeiro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"5130035";"457210";"10750";"5597995";"21285264";"21285264"
"2006";"09. Setembro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"4482594";"338616";"11199";"4832409";"19559204";"19559204"
"2006";"11. Novembro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"4442238";"351496";"8611";"4802345";"11005856";"11005856"
"2006";"10. Outubro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"4434033";"297674";"5647";"4737354";"9320632";"9320632"
"2006";"12. Dezembro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"4012604";"338751";"9015";"4360370";"17401955";"17401955"
"2006";"11. Novembro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"3906307";"287021";"7200";"4200528";"16679805";"16679805"
"2006";"12. Dezembro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"3500422";"236800";"5972";"3743194";"7400000";"7400000"
"2006";"05. Maio";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"3388507";"589199";"7349";"3985055";"12947527";"12947527"
"2006";"09. Setembro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"2975306";"338869";"5632";"3319807";"10589648";"10589648"
"2006";"01. Janeiro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"2720519";"330630";"7140";"3058289";"10332188";"10332188"
"2006";"07. Julho";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"2606466";"317741";"5118";"2929325";"9953694";"9953694"
"2006";"06. Junho";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"2422844";"297600";"4343";"2724787";"9339849";"9339849"
"2006";"03. Março";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"2347321";"188034";"6767";"2542122";"10351548";"10351548"
"2006";"04. Abril";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"2049941";"165480";"4208";"2219629";"8675283";"8675283"
"2006";"02. Fevereiro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"1779154";"214079";"4370";"1997603";"6696781";"6696781"
"2006";"02. Fevereiro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"1403592";"131660";"2093";"1537345";"6112735";"6112735"
"2006";"07. Julho";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"1094973";"92250";"2544";"1189767";"4858339";"4858339"
"2006";"04. Abril";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"1083344";"118369";"1919";"1203632";"3717837";"3717837"
"2006";"06. Junho";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"345107";"34867";"433";"380407";"1589129";"1589129"
"2006";"09. Setembro";"Paraná";"31021090";"Outra ureia, mesmo em solução aquosa";"QUILOGRAMA LIQUIDO";"108118";"1922";"0";"110040";"11295";"11295"
"2005";"09. Setembro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"9368743";"889628";"18553";"10276924";"38822100";"38822100"
"2005";"12. Dezembro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"8390932";"762134";"20516";"9173582";"37308071";"37308071"
"2005";"06. Junho";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"4879558";"569959";"10961";"5460478";"18240980";"18240980"
"2005";"08. Agosto";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"4824461";"597622";"8034";"5430117";"18690910";"18690910"
"2005";"03. Março";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"4429928";"478532";"6952";"4915412";"15914434";"15914434"
"2005";"10. Outubro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"4208426";"482789";"8033";"4699248";"17672913";"17672913"
"2005";"12. Dezembro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"3849982";"487434";"7636";"4345052";"15229922";"15229922"
"2005";"03. Março";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"3538171";"437482";"10636";"3986289";"16027449";"16027449"
"2005";"02. Fevereiro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"3509260";"302483";"11407";"3823150";"15424990";"15424990"
"2005";"07. Julho";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"2956166";"348777";"5172";"3310115";"10899300";"10899300"
"2005";"04. Abril";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"2806618";"245700";"6809";"3059127";"12081622";"12081622"
"2005";"08. Agosto";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"2233330";"177275";"5108";"2415713";"8077214";"8077214"
"2005";"05. Maio";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"2028297";"226982";"5654";"2260933";"7547302";"7547302"
"2005";"09. Setembro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"2028269";"265600";"4954";"2298823";"8300000";"8300000"
"2005";"11. Novembro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"1814080";"238157";"4450";"2056687";"7461991";"7461991"
"2005";"05. Maio";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"1521788";"250190";"4784";"1776762";"7893811";"7893811"
"2005";"11. Novembro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"1424403";"140267";"4367";"1569037";"7070429";"7070429"
"2005";"02. Fevereiro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"1113683";"128526";"1987";"1244196";"4251752";"4251752"
"2005";"01. Janeiro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"875773";"85805";"1627";"963205";"3300179";"3300179"
"2005";"04. Abril";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"839600";"100191";"2146";"941937";"3131000";"3131000"
"2005";"01. Janeiro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"787470";"63000";"1758";"852228";"3517695";"3517695"
"2005";"06. Junho";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"635120";"51560";"1657";"688337";"2865163";"2865163"
"2005";"10. Outubro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"559292";"73908";"1229";"634429";"2314617";"2314617"
"2005";"09. Setembro";"Paraná";"31021090";"Outra ureia, mesmo em solução aquosa";"QUILOGRAMA LIQUIDO";"164377";"2359";"1";"166737";"34451";"34451"
"2004";"05. Maio";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"7252731";"694037";"16832";"7963600";"42125442";"42125442"
"2004";"03. Março";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"6900310";"429971";"30073";"7360354";"40523368";"40523368"
"2004";"01. Janeiro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"6873971";"417783";"22668";"7314422";"42375766";"42375766"
"2004";"02. Fevereiro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"5532562";"584967";"18858";"6136387";"34656484";"34656484"
"2004";"08. Agosto";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"4850857";"708171";"6264";"5565292";"21467772";"21467772"
"2004";"10. Outubro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"4663520";"466422";"11843";"5141785";"25729727";"25729727"
"2004";"03. Março";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"4381994";"562598";"11358";"4955950";"21638387";"21638387"
"2004";"06. Junho";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"4190506";"425942";"20502";"4636950";"24303440";"24303440"
"2004";"09. Setembro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"3611285";"388670";"8502";"4008457";"14957887";"14957887"
"2004";"09. Setembro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"3604749";"365600";"11876";"3982225";"20251376";"20251376"
"2004";"04. Abril";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"3544911";"258331";"6484";"3809726";"22117823";"22117823"
"2004";"11. Novembro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"3544722";"315458";"10350";"3870530";"16000447";"16000447"
"2004";"10. Outubro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"3488568";"348870";"7955";"3845393";"13418125";"13418125"
"2004";"04. Abril";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"3352898";"416000";"8898";"3777796";"16000000";"16000000"
"2004";"01. Janeiro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"2962902";"409930";"4539";"3377371";"15737077";"15737077"
"2004";"12. Dezembro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"2542307";"364247";"6870";"2913424";"10081638";"10081638"
"2004";"06. Junho";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"2422554";"305714";"6032";"2734300";"11766687";"11766687"
"2004";"11. Novembro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"2119957";"314933";"396";"2435286";"10296013";"10296013"
"2004";"12. Dezembro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"1665904";"147516";"5070";"1818490";"7875485";"7875485"
"2004";"07. Julho";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"1014393";"133862";"3967";"1152222";"5864540";"5864540"
"2004";"05. Maio";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"790178";"97110";"1420";"888708";"3735000";"3735000"
"2004";"02. Fevereiro";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"719192";"92560";"1831";"813583";"3560000";"3560000"
"2004";"07. Julho";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"274976";"34429";"494";"309899";"1315960";"1315960"
"2004";"08. Agosto";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"199024";"26000";"555";"225579";"1300756";"1300756"
"2003";"11. Novembro";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"10960427";"1033128";"34358";"12027913";"74786387";"74786387"
"2003";"04. Abril";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"7118086";"1062769";"12078";"8192933";"29217228";"29217228"
"2003";"07. Julho";"Paraná";"29051100";"Metanol (álcool metílico)";"QUILOGRAMA LIQUIDO";"5586433";"796088";"2494";"6385015";"20224421";"20224421"
"2003";"03. Março";"Paraná";"31021010";"Ureia, mesmo em solução aquosa, com teor de nitrogênio (azoto) superior a 45 %, em peso, calculado sobre o produto anidro no estado seco";"QUILOGRAMA LIQUIDO";"5164389";"395239";"13238";"5572866";"40837811";"40837811"
