"Ano";"Mês";"UF do Município";"Município";"Código SH4";"Descrição SH4";"Valor US$ FOB"
"2021";"04. Abril";"Paraná";"Maringá - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"564494"
"2021";"02. Fevereiro";"Paraná";"Quatro Barras - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"515850"
"2021";"07. Julho";"Paraná";"Araucária - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"514444"
"2021";"10. Outubro";"Paraná";"Cascavel - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"513854"
"2021";"01. Janeiro";"Paraná";"Araucária - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"499732"
"2021";"01. Janeiro";"Paraná";"Quatro Barras - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"481700"
"2021";"08. Agosto";"Paraná";"Maringá - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"394660"
"2021";"09. Setembro";"Paraná";"São Miguel do Iguaçu - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"382505"
"2021";"05. Maio";"Paraná";"Quatro Barras - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"376324"
"2021";"01. Janeiro";"Paraná";"Cambé - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"375688"
"2021";"04. Abril";"Paraná";"Paiçandu - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"356282"
"2021";"08. Agosto";"Paraná";"Almirante Tamandaré - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"305577"
"2021";"02. Fevereiro";"Paraná";"Cambé - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"305183"
"2021";"12. Dezembro";"Paraná";"São Miguel do Iguaçu - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"262557"
"2021";"11. Novembro";"Paraná";"Quatro Barras - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"257213"
"2021";"10. Outubro";"Paraná";"Toledo - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"254983"
"2021";"09. Setembro";"Paraná";"Almirante Tamandaré - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"251800"
"2021";"10. Outubro";"Paraná";"Araucária - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"244882"
"2021";"10. Outubro";"Paraná";"Almirante Tamandaré - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"244882"
"2021";"06. Junho";"Paraná";"Almirante Tamandaré - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"223467"
"2021";"03. Março";"Paraná";"Almirante Tamandaré - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"211140"
"2021";"06. Junho";"Paraná";"Maringá - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"203677"
"2021";"06. Junho";"Paraná";"Quatro Barras - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"200642"
"2021";"10. Outubro";"Paraná";"Cambé - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"171285"
"2021";"11. Novembro";"Paraná";"Paiçandu - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"156068"
"2021";"05. Maio";"Paraná";"Almirante Tamandaré - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"145503"
"2021";"09. Setembro";"Paraná";"Foz do Iguaçu - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"145000"
"2021";"08. Agosto";"Paraná";"Toledo - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"135426"
"2021";"08. Agosto";"Paraná";"Foz do Iguaçu - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"126360"
"2021";"10. Outubro";"Paraná";"São Miguel do Iguaçu - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"99397"
"2021";"07. Julho";"Paraná";"Toledo - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"92050"
"2021";"07. Julho";"Paraná";"Almirante Tamandaré - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"91326"
"2021";"11. Novembro";"Paraná";"São Miguel do Iguaçu - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"90750"
"2021";"02. Fevereiro";"Paraná";"São José dos Pinhais - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"79599"
"2021";"02. Fevereiro";"Paraná";"São Miguel do Iguaçu - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"76886"
"2021";"12. Dezembro";"Paraná";"Quatro Barras - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"72205"
"2021";"07. Julho";"Paraná";"Cambé - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"67752"
"2021";"01. Janeiro";"Paraná";"Telêmaco Borba - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"58109"
"2021";"04. Abril";"Paraná";"São Miguel do Iguaçu - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"53998"
"2021";"02. Fevereiro";"Paraná";"Ibiporã - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"50564"
"2021";"08. Agosto";"Paraná";"Quatro Barras - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"49962"
"2021";"09. Setembro";"Paraná";"Quatro Barras - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"49864"
"2021";"06. Junho";"Paraná";"São Miguel do Iguaçu - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"39600"
"2021";"12. Dezembro";"Paraná";"Tijucas do Sul - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"39037"
"2021";"07. Julho";"Paraná";"Quatro Barras - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"37601"
"2021";"11. Novembro";"Paraná";"Ponta Grossa - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"34031"
"2021";"02. Fevereiro";"Paraná";"Rolândia - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"33865"
"2021";"05. Maio";"Paraná";"Ibiporã - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"32580"
"2021";"03. Março";"Paraná";"Rolândia - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"16598"
"2021";"07. Julho";"Paraná";"Ibiporã - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"14797"
"2021";"11. Novembro";"Paraná";"Ibiporã - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"14142"
"2021";"10. Outubro";"Paraná";"Ibiporã - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"14040"
"2021";"11. Novembro";"Paraná";"Foz do Iguaçu - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"12100"
"2021";"12. Dezembro";"Paraná";"Ibiporã - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"4520"
"2021";"05. Maio";"Paraná";"Telêmaco Borba - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"2072"
"2021";"10. Outubro";"Paraná";"Arapongas - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"1141"
"2020";"04. Abril";"Paraná";"Paranaguá - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"32246739"
"2020";"09. Setembro";"Paraná";"Paranaguá - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"29331182"
"2020";"03. Março";"Paraná";"Paranaguá - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"22718595"
"2020";"11. Novembro";"Paraná";"Paranaguá - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"19795079"
"2020";"05. Maio";"Paraná";"Paranaguá - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"19208402"
"2020";"07. Julho";"Paraná";"Paranaguá - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"18362371"
"2020";"08. Agosto";"Paraná";"Paranaguá - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"17146682"
"2020";"06. Junho";"Paraná";"Paranaguá - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"14274098"
"2020";"02. Fevereiro";"Paraná";"Paranaguá - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"13417731"
"2020";"12. Dezembro";"Paraná";"Paranaguá - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"13111314"
"2020";"06. Junho";"Paraná";"Curitiba - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"8081149"
"2020";"10. Outubro";"Paraná";"Paranaguá - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"7047415"
"2020";"08. Agosto";"Paraná";"Curitiba - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"6898123"
"2020";"10. Outubro";"Paraná";"Curitiba - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"5782660"
"2020";"07. Julho";"Paraná";"Curitiba - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"5774703"
"2020";"09. Setembro";"Paraná";"Curitiba - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"5523300"
"2020";"11. Novembro";"Paraná";"Curitiba - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"4945535"
"2020";"01. Janeiro";"Paraná";"Curitiba - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"4811868"
"2020";"12. Dezembro";"Paraná";"Curitiba - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"4283245"
"2020";"05. Maio";"Paraná";"Curitiba - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"4115372"
"2020";"02. Fevereiro";"Paraná";"Curitiba - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"4092472"
"2020";"03. Março";"Paraná";"Curitiba - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"3558807"
"2020";"01. Janeiro";"Paraná";"Paranaguá - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"3458321"
"2020";"04. Abril";"Paraná";"Curitiba - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"3001836"
"2020";"05. Maio";"Paraná";"Quatro Barras - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"2161350"
"2020";"04. Abril";"Paraná";"Quatro Barras - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"2161221"
"2020";"03. Março";"Paraná";"Cascavel - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"2087328"
"2020";"04. Abril";"Paraná";"Cascavel - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"1952938"
"2020";"11. Novembro";"Paraná";"Cascavel - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"1888445"
"2020";"07. Julho";"Paraná";"Araucária - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"1793344"
"2020";"12. Dezembro";"Paraná";"Mandaguari - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"1514648"
"2020";"12. Dezembro";"Paraná";"Cambé - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"1496724"
"2020";"09. Setembro";"Paraná";"Cascavel - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"1464699"
"2020";"06. Junho";"Paraná";"Maringá - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"1433322"
"2020";"03. Março";"Paraná";"Ponta Grossa - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"1361443"
"2020";"01. Janeiro";"Paraná";"Quatro Barras - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"1297573"
"2020";"10. Outubro";"Paraná";"Araucária - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"1241629"
"2020";"06. Junho";"Paraná";"Ponta Grossa - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"1155528"
"2020";"09. Setembro";"Paraná";"Maringá - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"1148478"
"2020";"07. Julho";"Paraná";"Ponta Grossa - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"1062463"
"2020";"07. Julho";"Paraná";"Cascavel - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"1047067"
"2020";"11. Novembro";"Paraná";"Almirante Tamandaré - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"1041150"
"2020";"08. Agosto";"Paraná";"Araucária - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"1022437"
"2020";"10. Outubro";"Paraná";"Maringá - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"1008251"
"2020";"11. Novembro";"Paraná";"Araucária - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"922836"
"2020";"05. Maio";"Paraná";"Ponta Grossa - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"871449"
"2020";"12. Dezembro";"Paraná";"Cascavel - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"830407"
"2020";"12. Dezembro";"Paraná";"Maringá - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"800046"
"2020";"09. Setembro";"Paraná";"Araucária - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"768287"
"2020";"02. Fevereiro";"Paraná";"Ponta Grossa - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"748199"
"2020";"11. Novembro";"Paraná";"Ponta Grossa - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"712465"
"2020";"06. Junho";"Paraná";"Araucária - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"698384"
"2020";"06. Junho";"Paraná";"Mandaguari - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"675216"
"2020";"05. Maio";"Paraná";"Araucária - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"663963"
"2020";"10. Outubro";"Paraná";"Cascavel - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"620480"
"2020";"05. Maio";"Paraná";"Cascavel - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"620313"
"2020";"12. Dezembro";"Paraná";"Araucária - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"613658"
"2020";"04. Abril";"Paraná";"Ponta Grossa - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"610677"
"2020";"03. Março";"Paraná";"Mandaguari - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"573263"
"2020";"01. Janeiro";"Paraná";"Araucária - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"538627"
"2020";"09. Setembro";"Paraná";"Ponta Grossa - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"518079"
"2020";"07. Julho";"Paraná";"Almirante Tamandaré - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"480679"
"2020";"12. Dezembro";"Paraná";"Quatro Barras - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"466330"
"2020";"08. Agosto";"Paraná";"Ponta Grossa - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"388500"
"2020";"12. Dezembro";"Paraná";"Ponta Grossa - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"320351"
"2020";"01. Janeiro";"Paraná";"Mandaguari - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"313224"
"2020";"09. Setembro";"Paraná";"Mandaguari - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"301018"
"2020";"06. Junho";"Paraná";"Almirante Tamandaré - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"277611"
"2020";"04. Abril";"Paraná";"Cambé - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"262667"
"2020";"03. Março";"Paraná";"Araucária - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"261488"
"2020";"11. Novembro";"Paraná";"Cambé - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"257169"
"2020";"10. Outubro";"Paraná";"Ponta Grossa - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"253071"
"2020";"05. Maio";"Paraná";"Almirante Tamandaré - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"248250"
"2020";"11. Novembro";"Paraná";"Tijucas do Sul - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"232654"
"2020";"10. Outubro";"Paraná";"Quatro Barras - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"231965"
"2020";"08. Agosto";"Paraná";"Mandaguari - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"222863"
"2020";"01. Janeiro";"Paraná";"Almirante Tamandaré - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"219287"
"2020";"09. Setembro";"Paraná";"São Miguel do Iguaçu - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"217274"
"2020";"11. Novembro";"Paraná";"Quatro Barras - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"211042"
"2020";"06. Junho";"Paraná";"Cascavel - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"204253"
"2020";"11. Novembro";"Paraná";"Paiçandu - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"196708"
"2020";"07. Julho";"Paraná";"Quatro Barras - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"176239"
"2020";"07. Julho";"Paraná";"Mandaguari - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"156578"
"2020";"07. Julho";"Paraná";"São Miguel do Iguaçu - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"156446"
"2020";"12. Dezembro";"Paraná";"São Miguel do Iguaçu - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"150450"
"2020";"09. Setembro";"Paraná";"Almirante Tamandaré - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"147200"
"2020";"05. Maio";"Paraná";"Cambé - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"125919"
"2020";"06. Junho";"Paraná";"Toledo - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"119663"
"2020";"12. Dezembro";"Paraná";"Telêmaco Borba - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"110262"
"2020";"12. Dezembro";"Paraná";"São José dos Pinhais - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"104752"
"2020";"07. Julho";"Paraná";"Toledo - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"100955"
"2020";"06. Junho";"Paraná";"Cambé - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"90195"
"2020";"08. Agosto";"Paraná";"Foz do Iguaçu - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"85000"
"2020";"03. Março";"Paraná";"Quatro Barras - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"80551"
"2020";"02. Fevereiro";"Paraná";"Quatro Barras - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"70838"
"2020";"10. Outubro";"Paraná";"Almirante Tamandaré - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"68940"
"2020";"02. Fevereiro";"Paraná";"Araucária - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"65430"
"2020";"05. Maio";"Paraná";"São José dos Pinhais - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"62580"
"2020";"04. Abril";"Paraná";"Araucária - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"60557"
"2020";"06. Junho";"Paraná";"Ibiporã - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"59491"
"2020";"05. Maio";"Paraná";"Telêmaco Borba - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"58213"
"2020";"01. Janeiro";"Paraná";"São José dos Pinhais - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"52597"
"2020";"04. Abril";"Paraná";"São José dos Pinhais - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"48702"
"2020";"08. Agosto";"Paraná";"Toledo - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"46126"
"2020";"10. Outubro";"Paraná";"Toledo - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"46037"
"2020";"08. Agosto";"Paraná";"Quatro Barras - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"44054"
"2020";"09. Setembro";"Paraná";"São José dos Pinhais - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"24634"
"2020";"08. Agosto";"Paraná";"São José dos Pinhais - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"24192"
"2020";"07. Julho";"Paraná";"São José dos Pinhais - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"23130"
"2020";"06. Junho";"Paraná";"São José dos Pinhais - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"22954"
"2020";"01. Janeiro";"Paraná";"Ponta Grossa - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"21875"
"2020";"03. Março";"Paraná";"Rolândia - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"20433"
"2020";"11. Novembro";"Paraná";"Telêmaco Borba - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"19396"
"2020";"02. Fevereiro";"Paraná";"São José dos Pinhais - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"16490"
"2020";"07. Julho";"Paraná";"Foz do Iguaçu - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"15539"
"2020";"07. Julho";"Paraná";"Rolândia - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"14451"
"2020";"10. Outubro";"Paraná";"Rolândia - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"12998"
"2020";"01. Janeiro";"Paraná";"Rolândia - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"10848"
"2020";"05. Maio";"Paraná";"Rolândia - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"10465"
"2020";"04. Abril";"Paraná";"Rolândia - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"10011"
"2020";"10. Outubro";"Paraná";"Cambé - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"9726"
"2020";"10. Outubro";"Paraná";"Telêmaco Borba - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"6734"
"2020";"08. Agosto";"Paraná";"Cambé - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"6481"
"2020";"09. Setembro";"Paraná";"Cambé - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"6382"
"2020";"12. Dezembro";"Paraná";"Rolândia - PR";"3102";"Adubos (fertilizantes) minerais ou químicos, azotados";"2970"
